id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
NKAP	4	0.99889	0.99888	0.999998	2145	0	1.3627	0.0001649	0.00058574	0.036634	35	4	1.3627
FAM32A	4	0.97376	0.97381	0.999998	2039	0	1.1611	0.00016668	0.00060835	0.036991	36	3	1.1611
NSRP1	4	0.99894	0.99893	0.999998	2149	0	1.3184	0.00018871	0.00068524	0.040541	37	4	1.3184
PRPF31	4	0.68631	0.70547	0.999998	1446	1	0.96292	0.00022202	0.00082546	0.047551	38	3	0.96292
TPD52L2	4	0.052811	0.12394	0.999998	259	1	0.11585	0.00025298	0.00092949	0.052104	39	2	0.11585
RAN	4	0.99852	0.99855	0.999998	2139	0	1.5811	0.00025609	0.00095211	0.052104	40	4	1.5811
GPKOW	4	0.99958	0.99964	0.999998	2155	0	0.93814	0.00030666	0.0011421	0.060467	41	4	0.93814
PHB	4	0.99969	0.99972	0.999998	2159	0	0.47845	0.0003095	0.0011602	0.060467	42	4	0.47845
EFTUD2	4	0.99892	0.99892	0.999998	2148	0	1.1213	0.00032859	0.0012235	0.062284	43	4	1.1213
RPA2	4	0.99659	0.99671	0.999998	2124	0	1.7242	0.00035154	0.0013004	0.064694	44	4	1.7242
PSMA4	4	0.99962	0.9997	0.999998	2157	0	0.71511	0.00037768	0.001418	0.067908	45	4	0.71511
PHF5A	4	0.99962	0.9997	0.999998	2156	0	0.93633	0.00038111	0.001427	0.067908	46	4	0.93633
SNRNP200	4	0.89771	0.89819	0.999998	1855	0	1.2234	0.00042002	0.001617	0.075311	47	3	1.2234
BRF2	3	0.99949	0.99955	0.999998	2154	0	0.58709	0.00051468	0.0017029	0.077661	48	3	0.58709
GNB2L1	4	0.99948	0.99955	0.999998	2153	0	0.53821	0.00052486	0.0020422	0.091231	49	4	0.53821
PSMC2	3	0.99932	0.99936	0.999998	2152	0	0.95359	0.000684	0.0021688	0.09495	50	3	0.95359
MRPS14	4	0.99905	0.99906	0.999998	2151	0	0.50521	0.00095461	0.0036343	0.152989	51	4	0.50521
SNRNP40	4	0.99895	0.99895	0.999998	2150	0	0.35209	0.0010515	0.0039961	0.159046	52	4	0.35209
GEMIN4	4	0.99891	0.99891	0.999998	2147	0	0.29668	0.0010874	0.0041454	0.159197	53	4	0.29668
PSMA1	3	0.99891	0.99899	0.999998	2146	0	1.0989	0.0010939	0.0033267	0.142788	54	3	1.0989
SFPQ	4	0.99883	0.99882	0.999998	2144	0	0.41251	0.0011716	0.0044213	0.166866	55	4	0.41251
DHX15	3	0.70413	0.70576	0.999998	1471	0	1.4739	0.0012811	0.0039102	0.158508	56	2	1.4739
MRPL54	4	0.99871	0.9987	0.999998	2143	0	0.40875	0.0012947	0.0048872	0.176838	57	4	0.40875
PRPF8	3	0.99867	0.99877	0.999998	2142	0	0.95412	0.0013262	0.0041092	0.159197	58	3	0.95412
CDK11B	4	0.99857	0.99859	0.999998	2141	0	0.62246	0.001431	0.005335	0.18584	59	4	0.62246
EIF2AK4	4	0.99857	0.99858	0.999998	2140	0	0.267	0.0014348	0.0053485	0.18584	60	4	0.267
SF3B6	3	0.99707	0.9973	0.999998	2128	0	1.7978	0.0015234	0.0046746	0.173435	61	3	1.7978
ZC3H8	4	0.99834	0.99836	0.999998	2138	0	0.25382	0.0016595	0.0061627	0.204395	62	4	0.25382
ZMAT2	4	0.99822	0.99824	0.999998	2137	0	0.42573	0.0017835	0.0065969	0.212362	63	4	0.42573
LSM2	3	0.99816	0.99829	0.999998	2136	0	0.78054	0.001839	0.0055023	0.188196	64	3	0.78054
PSMD6	4	0.99812	0.99816	0.999998	2135	0	0.47307	0.0018821	0.0069768	0.221337	65	4	0.47307
MEPCE	3	0.99811	0.99823	0.999998	2134	0	0.66576	0.0018908	0.0056651	0.190784	66	3	0.66576
FARSA	4	0.99808	0.99813	0.999998	2133	0	0.68396	0.0019189	0.0070944	0.221853	67	4	0.68396
ZNF768	4	0.99795	0.998	0.999998	2131	0	0.2483	0.0020473	0.0075693	0.233371	68	4	0.2483
SRSF3	3	0.9934	0.99362	0.999998	2107	0	1.2104	0.002129	0.0063979	0.209029	69	3	1.2104
SRSF7	4	0.99581	0.99597	0.999998	2120	0	0.48679	0.002236	0.0082569	0.251031	70	4	0.48679
CCDC86	4	0.081626	0.17926	0.999998	366	2	-0.031406	0.0022751	0.0084242	0.252611	71	1	-0.031406
CDC5L	2	0.99746	0.99754	0.999998	2130	0	1.0511	0.0025413	0.0049279	0.176838	72	2	1.0511
VCP	4	0.99707	0.99719	0.999998	2129	0	0.65649	0.0029258	0.010573	0.304521	73	4	0.65649
RBM8A	4	0.99698	0.99708	0.999998	2127	0	0.5475	0.003016	0.010885	0.308247	74	4	0.5475
HSPA5	3	0.99697	0.99722	0.999998	2126	0	0.91729	0.0030349	0.0086097	0.254683	75	3	0.91729
LRRFIP2	3	0.84022	0.84085	0.999998	1730	0	0.86667	0.0031141	0.0088222	0.257492	76	2	0.86667
MRPL4	4	0.99683	0.99693	0.999998	2125	0	0.25725	0.0031686	0.011418	0.309681	77	4	0.25725
SART1	4	0.89559	0.89602	0.999998	1852	0	0.60957	0.0031793	0.011459	0.309681	78	3	0.60957
SNRPG	4	0.99096	0.99112	0.999998	2094	0	0.73576	0.0036052	0.012757	0.336455	79	4	0.73576
RBMX2	4	0.078298	0.1731	0.999998	357	1	0.68646	0.0038411	0.013549	0.353076	80	3	0.68646
SART3	4	0.95571	0.95593	0.999998	1992	0	0.53193	0.0039086	0.013825	0.356028	81	3	0.53193
NXF1	3	0.99609	0.99628	0.999998	2123	0	0.48022	0.0039113	0.011124	0.308247	82	3	0.48022
POLR2K	1	0.99602	0.99618	0.999998	2122	0	3.7783	0.0039848	0.0039011	0.158508	83	1	3.7783
NUFIP2	4	0.996	0.99616	0.999998	2121	0	0.26648	0.003996	0.014092	0.357403	84	4	0.26648
CALR3	4	0.99578	0.99595	0.999998	2119	0	0.26535	0.0042176	0.014725	0.36628	85	4	0.26535
PSMD7	3	0.97118	0.97188	0.999998	2033	0	1.2139	0.004309	0.012219	0.326189	86	3	1.2139
PRPF4	4	0.99551	0.99569	0.999998	2118	0	0.58649	0.004492	0.015589	0.383413	87	4	0.58649
RPLP0	4	0.84582	0.84558	0.999998	1744	0	0.81439	0.0047808	0.016629	0.390255	88	2	0.81439
UTP15	4	0.81138	0.81116	0.999998	1668	0	0.18263	0.0047984	0.016697	0.390255	89	2	0.18263
SUPT6H	4	0.78617	0.7868	0.999998	1603	1	0.73769	0.0048351	0.016828	0.390255	90	3	0.73769
NLUC	4	0.99516	0.99528	0.999998	2117	0	0.23377	0.0048443	0.016846	0.390255	91	4	0.23377
KAT8	4	0.99514	0.99523	0.999998	2116	0	0.17856	0.0048629	0.016914	0.390255	92	4	0.17856
NXT1	4	0.99513	0.99521	0.999998	2115	0	0.20492	0.0048723	0.016937	0.390255	93	4	0.20492
JUN	4	0.99497	0.99505	0.999998	2114	0	0.46533	0.0050328	0.017488	0.394662	94	4	0.46533
DDX23	3	0.99496	0.99507	0.999998	2113	0	0.93815	0.0050419	0.014205	0.357403	95	3	0.93815
PRPF6	4	0.07687	0.17037	0.999998	352	1	0.57282	0.0055501	0.019166	0.423792	96	3	0.57282
EIF2S3	2	0.99436	0.99439	0.999998	2111	0	1.0277	0.0056369	0.011007	0.308247	97	2	1.0277
DZIP1L	4	0.68556	0.70497	0.999998	1444	1	0.073176	0.0058064	0.020048	0.434516	98	2	0.073176
RPL34	4	0.99408	0.99421	0.999998	2110	0	0.78373	0.0059177	0.020406	0.437925	99	4	0.78373
NCOA5	4	0.84644	0.84615	0.999998	1746	0	0.004546	0.0063101	0.021654	0.452664	100	1	0.004546
LONP1	4	0.99368	0.99381	0.999998	2109	0	0.21494	0.006316	0.021663	0.452664	101	4	0.21494
PABPC1	3	0.99368	0.99391	0.999998	2108	0	0.90636	0.0063196	0.017434	0.394662	102	3	0.90636
MRPL15	4	0.79525	0.79537	0.999998	1627	1	0.69001	0.0063269	0.021713	0.452664	103	2	0.69001
SYF2	4	0.89753	0.89802	0.999998	1854	0	0.42759	0.0065167	0.022391	0.453841	104	3	0.42759
LARS	4	0.99335	0.99346	0.999998	2106	0	0.4131	0.0066513	0.022912	0.456471	105	4	0.4131
SF3B4	4	0.52358	0.6066	0.999998	1206	1	0.68785	0.0067404	0.023147	0.456471	106	3	0.68785
TECR	3	0.98544	0.98592	0.999998	2072	0	0.78198	0.0069732	0.019094	0.423792	107	3	0.78198
PPP1R10	3	0.99291	0.99312	0.999998	2105	0	0.8308	0.0070882	0.019379	0.424208	108	3	0.8308
FSCN1	4	0.9189	0.91942	0.999998	1892	0	0.51657	0.0077067	0.026159	0.500701	109	3	0.51657
RNASEL	4	0.99213	0.9922	0.999998	2104	0	0.19316	0.0078702	0.026666	0.500701	110	4	0.19316
EXOSC6	4	0.99198	0.99209	0.999998	2103	0	0.43017	0.0080183	0.027204	0.500701	111	4	0.43017
RPS7	4	0.99194	0.99205	0.999998	2102	0	0.33214	0.0080591	0.027371	0.500701	112	4	0.33214
REXO1	4	0.18323	0.31064	0.999998	647	2	0.3628	0.0080777	0.027426	0.500701	113	2	0.3628
IGF2BP1	3	0.99192	0.99219	0.999998	2101	0	0.22108	0.0080838	0.02226	0.453841	114	3	0.22108
ALDOC	4	0.80029	0.80035	0.999998	1640	0	0.51927	0.008085	0.027448	0.500701	115	3	0.51927
PHAX	4	0.94229	0.9426	0.999998	1951	0	0.46903	0.0085685	0.028986	0.511005	116	3	0.46903
SNRPF	4	0.99124	0.99138	0.999998	2100	0	0.29237	0.0087615	0.029687	0.511005	117	4	0.29237
MRPL34	4	0.99119	0.99134	0.999998	2099	0	0.35326	0.008805	0.029791	0.511005	118	4	0.35326
EIF3M	4	0.88835	0.88845	0.999998	1836	0	0.39797	0.0088345	0.029895	0.511005	119	2	0.39797
SRP14	4	0.99114	0.99125	0.999998	2098	0	0.27259	0.0088633	0.029959	0.511005	120	4	0.27259
POLR1E	4	0.99112	0.99124	0.999998	2097	0	0.27029	0.008878	0.030008	0.511005	121	4	0.27029
HSPE1	4	0.99103	0.99117	0.999998	2096	0	0.29782	0.0089661	0.030316	0.511005	122	4	0.29782
EIF4A1	4	0.99102	0.99115	0.999998	2095	0	0.51855	0.0089809	0.030348	0.511005	123	4	0.51855
MSL1	4	0.99086	0.99101	0.999998	2093	0	0.52372	0.0091443	0.03085	0.512789	124	4	0.52372
INTS3	4	0.98033	0.98026	0.999998	2052	0	0.30703	0.0091676	0.030922	0.512789	125	3	0.30703
DCP1A	4	0.46029	0.57546	0.999998	1139	1	0.22658	0.0093648	0.031533	0.518983	126	3	0.22658
POLR2J2	3	0.53608	0.55982	0.999998	1222	1	-0.085753	0.0096462	0.026232	0.500701	127	1	-0.085753
ZNFX1	4	0.99016	0.99033	0.999998	2092	0	0.23969	0.0098365	0.033003	0.534401	128	4	0.23969
RPS14	3	0.84045	0.84103	0.999998	1733	0	1.3229	0.0099106	0.02682	0.500701	129	2	1.3229
DDX26B	4	0.97919	0.97905	0.999998	2048	0	0.24378	0.0099468	0.033378	0.534401	130	3	0.24378
SLIRP	4	0.77132	0.77338	0.999998	1576	1	0.44207	0.0099726	0.033446	0.534401	131	3	0.44207
RPL23	4	0.62098	0.66192	0.999998	1344	1	0.91267	0.010147	0.034025	0.536641	132	3	0.91267
TRNT1	3	0.98956	0.98991	0.999998	2091	0	0.61627	0.010436	0.028249	0.511005	133	3	0.61627
PRPF38A	4	0.9894	0.98955	0.999998	2090	0	0.47186	0.010601	0.03535	0.537644	134	4	0.47186
PSMA2	4	0.31579	0.45492	0.999998	925	1	0.68795	0.010605	0.035368	0.537644	135	3	0.68795
EIF4G1	4	0.98913	0.98929	0.999998	2089	0	0.37272	0.010871	0.036209	0.542961	136	4	0.37272
NHP2L1	4	0.93375	0.93422	0.999998	1931	0	1.013	0.011233	0.037318	0.551568	137	3	1.013
TOP3B	4	0.98841	0.98844	0.999998	2088	0	0.23181	0.011586	0.038417	0.551568	138	4	0.23181
GDI2	4	0.98838	0.98841	0.999998	2087	0	0.1335	0.011622	0.038534	0.551568	139	4	0.1335
DHX35	2	0.98837	0.98846	0.999998	2086	0	0.40178	0.01163	0.022066	0.453841	140	2	0.40178
XRCC6	4	0.78918	0.78953	0.999998	1612	1	0.1809	0.011686	0.038747	0.551568	141	3	0.1809
TNRC6C	4	0.98814	0.98815	0.999998	2085	0	0.58428	0.011856	0.039258	0.551568	142	4	0.58428
USO1	4	0.97471	0.9747	0.999998	2041	0	0.3121	0.011859	0.039276	0.551568	143	2	0.3121
YTHDC1	4	0.94435	0.94476	0.999998	1961	0	0.61659	0.01209	0.039878	0.556001	144	3	0.61659
SNRPB	2	0.98782	0.98784	0.999998	2084	0	0.47788	0.012182	0.023029	0.456471	145	2	0.47788
AFF1	3	0.98777	0.98815	0.999998	2083	0	0.51102	0.012234	0.032559	0.531883	146	3	0.51102
PPAN	4	0.98772	0.98774	0.999998	2082	0	0.32496	0.01228	0.040497	0.560838	147	4	0.32496
NUSAP1	4	0.97941	0.97931	0.999998	2049	0	0.37435	0.012355	0.040737	0.560838	148	3	0.37435
SRSF2	4	0.98719	0.98709	0.999998	2081	0	0.20746	0.012811	0.042135	0.566065	149	4	0.20746
DCPS	4	0.98707	0.98698	0.999998	2080	0	0.16189	0.012927	0.04246	0.566065	150	4	0.16189
USB1	2	0.98697	0.98708	0.999998	2079	0	1.2352	0.013034	0.024685	0.482452	151	2	1.2352
ELOF1	3	0.84932	0.8501	0.999998	1754	0	0.15342	0.013036	0.034581	0.536641	152	2	0.15342
DNAJC21	3	0.98692	0.98739	0.999998	2078	0	0.2161	0.013079	0.034676	0.536641	153	3	0.2161
PSMB2	4	0.98682	0.98669	0.999998	2077	0	0.80965	0.013181	0.043225	0.566065	154	4	0.80965
SNIP1	4	0.7477	0.75318	0.999998	1546	1	0.38933	0.013264	0.043505	0.566065	155	3	0.38933
CPNE3	4	0.9867	0.98659	0.999998	2076	0	0.14208	0.0133	0.043627	0.566065	156	4	0.14208
QKI	4	0.98652	0.98641	0.999998	2075	0	0.13028	0.013479	0.044138	0.566065	157	4	0.13028
CNOT4	3	0.9863	0.98684	0.999998	2074	0	0.36207	0.0137	0.036214	0.542961	158	3	0.36207
MAT1A	4	0.95352	0.95371	0.999998	1983	0	0.51626	0.013831	0.045179	0.573027	159	3	0.51626
MKRN3	3	0.89499	0.89551	0.999998	1850	0	0.56198	0.01412	0.037191	0.551568	160	2	0.56198
GPATCH1	4	0.98562	0.98557	0.999998	2073	0	0.36774	0.014382	0.046671	0.583791	161	4	0.36774
CARS	4	0.98513	0.98504	0.999998	2071	0	0.3868	0.014871	0.048091	0.594759	162	4	0.3868
EIF4A3	3	0.92047	0.92124	0.999998	1896	0	0.72747	0.014924	0.039231	0.551568	163	2	0.72747
HNRNPK	3	0.98505	0.9855	0.999998	2070	0	0.27425	0.014953	0.039308	0.551568	164	3	0.27425
CXORF23	4	0.80329	0.80329	0.999998	1647	0	0.22855	0.015579	0.050136	0.616559	165	3	0.22855
YTHDF3	4	0.09766	0.20912	0.999998	432	1	0.44031	0.015725	0.050525	0.617872	166	3	0.44031
POLR2L	3	0.9842	0.98466	0.999998	2069	0	0.4945	0.015798	0.041393	0.566065	167	3	0.4945
BRCA1	2	0.98401	0.98416	0.999998	2068	0	0.61198	0.015987	0.030085	0.511005	168	2	0.61198
NUDT12	3	0.68852	0.69049	0.999998	1453	1	0.83453	0.01617	0.042365	0.566065	169	2	0.83453
THOC1	4	0.76914	0.7713	0.999998	1575	1	0.40337	0.016308	0.052126	0.621045	170	3	0.40337
MRPL48	4	0.3027	0.44103	0.999998	907	2	-0.00597	0.016344	0.052203	0.621045	171	2	-0.00597
LSM7	3	0.68167	0.68409	0.999998	1437	1	0.41482	0.016542	0.043256	0.566065	172	2	0.41482
XPO1	4	0.96478	0.96479	0.999998	2018	0	0.4086	0.016629	0.052732	0.62395	173	3	0.4086
SAP30BP	3	0.59461	0.60657	0.999998	1297	1	0.35507	0.016756	0.043767	0.566065	174	2	0.35507
POLR2J3	3	0.98318	0.98373	0.999998	2066	0	0.483	0.016823	0.043939	0.566065	175	3	0.483
HSPA9	3	0.98305	0.98361	0.999998	2065	0	0.5214	0.016947	0.04422	0.566065	176	3	0.5214
KIAA1429	4	0.75182	0.75647	0.999998	1551	1	0.41926	0.017351	0.05418	0.634219	177	3	0.41926
POLR2F	3	0.9826	0.98322	0.999998	2060	0	0.40046	0.017402	0.045287	0.573027	178	3	0.40046
ANXA11	4	0.15213	0.2767	0.999998	580	1	0.33638	0.017685	0.054885	0.639062	179	3	0.33638
KIN	3	0.85588	0.85674	0.999998	1771	0	0.90464	0.017959	0.046621	0.583791	180	2	0.90464
HNRNPC	2	0.84824	0.84646	0.999998	1751	0	1.2371	0.018259	0.034093	0.536641	181	1	1.2371
TRMT10C	3	0.98145	0.98207	0.999998	2057	0	0.34491	0.018548	0.047902	0.594759	182	3	0.34491
THOC5	2	0.98135	0.98144	0.999998	2055	0	0.38198	0.018648	0.034812	0.536641	183	2	0.38198
SLC4A1AP	4	0.90605	0.90665	0.999998	1869	0	0.20266	0.018667	0.057034	0.647296	184	3	0.20266
ZNF106	4	0.85327	0.85316	0.999998	1765	0	0.30176	0.018744	0.057228	0.647296	185	3	0.30176
UBE2O	4	0.80597	0.80581	0.999998	1651	0	0.48192	0.018841	0.057423	0.647296	186	2	0.48192
DDX39A	4	0.91997	0.92056	0.999998	1895	0	0.42059	0.018898	0.057572	0.647296	187	3	0.42059
PIWIL4	4	0.9661	0.96617	0.999998	2021	0	0.304	0.018937	0.057662	0.647296	188	3	0.304
COL14A1	4	0.068742	0.15448	0.999998	314	2	-0.051423	0.019339	0.058495	0.653289	189	1	-0.051423
RPS28	3	0.98003	0.98054	0.999998	2051	0	0.36793	0.019965	0.051276	0.621045	190	3	0.36793
MSN	4	0.10265	0.21811	0.999998	452	2	0.11048	0.020331	0.060652	0.673946	191	2	0.11048
TUT1	2	0.97966	0.97973	0.999998	2050	0	0.68205	0.020344	0.03782	0.551568	192	2	0.68205
SNRPN	3	0.97913	0.9796	0.999998	2047	0	0.14893	0.020872	0.053478	0.629378	193	3	0.14893
THOC3	4	0.97393	0.97394	0.999998	2040	0	0.25075	0.0219	0.063909	0.702995	194	3	0.25075
ZC3H7B	4	0.56401	0.62864	0.999998	1256	1	0.3541	0.023092	0.06655	0.728391	195	2	0.3541
PSMA3	4	0.80239	0.80245	0.999998	1644	0	0.5265	0.023351	0.06703	0.729989	196	3	0.5265
NSF	4	0.95213	0.9522	0.999998	1977	0	0.401	0.024043	0.068545	0.742795	197	3	0.401
ATXN1	3	0.97548	0.97611	0.999998	2042	0	0.14413	0.024518	0.062194	0.687594	198	3	0.14413
RNASEH2A	4	0.6631	0.68934	0.999998	1409	1	0.20083	0.024576	0.069639	0.750801	199	2	0.20083
HNRNPL	4	0.61558	0.65853	0.999998	1332	1	0.2406	0.024769	0.06997	0.750801	200	3	0.2406
GEMIN5	4	0.98175	0.98175	0.999998	2059	0	0.22993	0.025806	0.072104	0.768745	201	3	0.22993
EMB	4	0.80641	0.80623	0.999998	1652	0	0.1632	0.025932	0.072344	0.768745	202	3	0.1632
BRF1	4	0.98109	0.98109	0.999998	2053	0	0.37496	0.026358	0.073154	0.770359	203	3	0.37496
RBM6	4	0.88727	0.8872	0.999998	1831	0	0.082291	0.027789	0.07627	0.787526	204	2	0.082291
INTS4	2	0.97154	0.97197	0.999998	2036	0	0.41781	0.028457	0.051945	0.621045	205	2	0.41781
HELZ2	2	0.97146	0.97187	0.999998	2034	0	0.41501	0.028542	0.052094	0.621045	206	2	0.41501
DDX3X	3	0.96378	0.96467	0.999998	2013	0	0.65105	0.029242	0.073326	0.770359	207	3	0.65105
ERF	4	0.68979	0.70805	0.999998	1456	1	0.014629	0.029275	0.079269	0.79963	208	1	0.014629
CFL1	3	0.97006	0.97073	0.999998	2031	0	0.17516	0.029935	0.074805	0.77975	209	3	0.17516
ALG13	4	0.80935	0.80917	0.999998	1664	0	0.17172	0.029948	0.080703	0.806659	210	2	0.17172
PTCD1	3	0.96959	0.97028	0.999998	2030	0	0.22793	0.030413	0.075958	0.787526	211	3	0.22793
CEBPZ	3	0.49513	0.53042	0.999998	1178	1	-0.034717	0.030984	0.077225	0.790483	212	1	-0.034717
PSMD11	3	0.96899	0.96972	0.999998	2029	0	0.22601	0.031009	0.077279	0.790483	213	3	0.22601
RPL27A	2	0.96888	0.96931	0.999998	2028	0	0.33994	0.03112	0.056749	0.647296	214	2	0.33994
CELF2	3	0.96873	0.96948	0.999998	2027	0	0.098516	0.031272	0.077894	0.792469	215	3	0.098516
EIF2S1	2	0.96857	0.96896	0.999998	2026	0	0.84277	0.031433	0.057264	0.647296	216	2	0.84277
METTL14	4	0.45035	0.57071	0.999998	1128	1	0.25598	0.031445	0.08395	0.831526	217	3	0.25598
LCMT2	3	0.93181	0.93262	0.999998	1927	0	0.494	0.032236	0.080201	0.805318	218	2	0.494
CPSF1	4	0.010835	0.036056	0.788587	92	1	0.19093	0.03224	0.085524	0.843301	219	2	0.19093
ANP32A	4	0.88747	0.88742	0.999998	1832	0	0.33751	0.032791	0.086547	0.843335	220	3	0.33751
RPL13	4	0.91216	0.9126	0.999998	1881	0	0.3263	0.033119	0.08723	0.843335	221	3	0.3263
HIST1H4K	4	0.75623	0.76012	0.999998	1557	1	0.40634	0.033619	0.088225	0.843335	222	3	0.40634
PABPN1L	3	0.96625	0.96699	0.999998	2022	0	0.18826	0.033745	0.083647	0.831526	223	3	0.18826
CCT3	3	0.56262	0.5804	0.999998	1254	1	0.56007	0.035135	0.086859	0.843335	224	2	0.56007
SUB1	3	0.96485	0.96571	0.999998	2019	0	0.32681	0.035151	0.086872	0.843335	225	3	0.32681
PRR3	3	0.96448	0.96537	0.999998	2017	0	0.15088	0.035519	0.087759	0.843335	226	3	0.15088
SKIV2L2	4	0.98338	0.98342	0.999998	2067	0	0.43823	0.03568	0.092499	0.845302	227	3	0.43823
DUS2	4	0.08081	0.17768	0.999998	364	2	0.030253	0.035692	0.092531	0.845302	228	2	0.030253
DDX18	4	0.97148	0.97153	0.999998	2035	0	0.34	0.03599	0.093087	0.845302	229	3	0.34
CALR	4	0.98155	0.98155	0.999998	2058	0	0.35357	0.036395	0.093888	0.845302	230	3	0.35357
AGO2	3	0.96332	0.96429	0.999998	2011	0	0.099723	0.03668	0.090215	0.845302	231	3	0.099723
CLASP2	3	0.27621	0.39405	0.999998	854	1	-0.0018951	0.036918	0.090794	0.845302	232	1	-0.0018951
HADH	4	0.24178	0.37406	0.999998	785	1	0.23602	0.037333	0.095724	0.845302	233	3	0.23602
KTN1	3	0.90801	0.90903	0.999998	1873	0	0.33748	0.037365	0.091744	0.845302	234	2	0.33748
PATL2	4	0.052325	0.12292	0.999998	258	1	0.036928	0.03766	0.09633	0.845302	235	1	0.036928
TNPO2	4	0.77876	0.78001	0.999998	1593	1	0.19838	0.037866	0.096791	0.845302	236	3	0.19838
MRPS28	3	0.55691	0.57595	0.999998	1248	1	-0.04499	0.038027	0.093245	0.845302	237	1	-0.04499
YWHAZ	4	0.16679	0.29257	0.999998	619	2	0.032959	0.038224	0.097497	0.845302	238	2	0.032959
CELF1	4	0.5686	0.63114	0.999998	1263	1	0.17452	0.038225	0.097497	0.845302	239	3	0.17452
